	Operation	Group	Group Offset	Ordinal Start	Ordinal End	Terminal End	Default Due	Tags	Op Index	Due Shift		Configs	Value
													
arith_div_g08_02_o05_06	Division	8	2	5	6	10	1661	o05_to_07 o01_to_05 o04_to_07 o05_to_10	3				
arith_div_g08_02_o06_07	Division	8	2	6	7	10	1662	o05_to_07 o06_to_10 o04_to_07 o05_to_10	3				
arith_div_g08_02_o07_08	Division	8	2	7	8	10	1663	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	3				
													
arith_div_g08_02_o04_07	Division	8	2	4	7	10	1664	seq_04_to_07 seq_05_to_07	3				
arith_div_g08_02_o01_07	Division	8	2	1	7	10	1665	seq_01_to_07	3				
													
arith_div_g08_02_o08_09	Division	8	2	8	9	10	1666	o08_to_10 o06_to_10 o07_to_10 o05_to_10	3				
arith_div_g08_02_o09_10	Division	8	2	9	10	10	1667	o08_to_10 o06_to_10 o07_to_10 o05_to_10	3				
arith_div_g08_02_o10	Division	8	2	10		10	1668	o08_to_10 o06_to_10 o07_to_10 o05_to_10	3				
													
arith_div_g08_02_o07_10	Division	8	2	7	10	10	1669	seq_07_to_10 seq_08_to_10	3				
arith_div_g08_02_o01_10	Division	8	2	1	10	10	1670	seq_01_to_10	3				
													
arith_div_g09_02_o01_02	Division	9	2	1	2	10	1671	o01_to_04 o01_to_05	3				
arith_div_g09_02_o02_03	Division	9	2	2	3	10	1672	o01_to_04 o01_to_05	3				
arith_div_g09_02_o03_04	Division	9	2	3	4	10	1673	o01_to_04 o01_to_05	3				
arith_div_g09_02_o04_05	Division	9	2	4	5	10	1674	o01_to_04 o01_to_05 o04_to_07	3				
													
arith_div_g09_02_o01_04	Division	9	2	1	4	10	1675	seq_01_to_04	3				
													
arith_div_g09_02_o05_06	Division	9	2	5	6	10	1676	o05_to_07 o01_to_05 o04_to_07 o05_to_10	3				
arith_div_g09_02_o06_07	Division	9	2	6	7	10	1677	o05_to_07 o06_to_10 o04_to_07 o05_to_10	3				
arith_div_g09_02_o07_08	Division	9	2	7	8	10	1678	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	3				
													
arith_div_g09_02_o04_07	Division	9	2	4	7	10	1679	seq_04_to_07 seq_05_to_07	3				
arith_div_g09_02_o01_07	Division	9	2	1	7	10	1680	seq_01_to_07	3				
													
arith_div_g09_02_o08_09	Division	9	2	8	9	10	1681	o08_to_10 o06_to_10 o07_to_10 o05_to_10	3				
arith_div_g09_02_o09_10	Division	9	2	9	10	10	1682	o08_to_10 o06_to_10 o07_to_10 o05_to_10	3				
arith_div_g09_02_o10	Division	9	2	10		10	1683	o08_to_10 o06_to_10 o07_to_10 o05_to_10	3				
													
arith_div_g09_02_o07_10	Division	9	2	7	10	10	1684	seq_07_to_10 seq_08_to_10	3				
arith_div_g09_02_o01_10	Division	9	2	1	10	10	1685	seq_01_to_10	3				
													
arith_div_g10_02_o01_02	Division	10	2	1	2	10	1686	o01_to_04 o01_to_05	3				
arith_div_g10_02_o02_03	Division	10	2	2	3	10	1687	o01_to_04 o01_to_05	3				
arith_div_g10_02_o03_04	Division	10	2	3	4	10	1688	o01_to_04 o01_to_05	3				
arith_div_g10_02_o04_05	Division	10	2	4	5	10	1689	o01_to_04 o01_to_05 o04_to_07	3				
													
arith_div_g10_02_o01_04	Division	10	2	1	4	10	1690	seq_01_to_04	3				
													
arith_div_g10_02_o05_06	Division	10	2	5	6	10	1691	o05_to_07 o01_to_05 o04_to_07 o05_to_10	3				
arith_div_g10_02_o06_07	Division	10	2	6	7	10	1692	o05_to_07 o06_to_10 o04_to_07 o05_to_10	3				
arith_div_g10_02_o07_08	Division	10	2	7	8	10	1693	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	3				
													
arith_div_g10_02_o04_07	Division	10	2	4	7	10	1694	seq_04_to_07 seq_05_to_07	3				
arith_div_g10_02_o01_07	Division	10	2	1	7	10	1695	seq_01_to_07	3				
													
arith_div_g10_02_o08_09	Division	10	2	8	9	10	1696	o08_to_10 o06_to_10 o07_to_10 o05_to_10	3				
arith_div_g10_02_o09_10	Division	10	2	9	10	10	1697	o08_to_10 o06_to_10 o07_to_10 o05_to_10	3				
arith_div_g10_02_o10	Division	10	2	10		10	1698	o08_to_10 o06_to_10 o07_to_10 o05_to_10	3				
													
arith_div_g10_02_o07_10	Division	10	2	7	10	10	1699	seq_07_to_10 seq_08_to_10	3				
arith_div_g10_02_o01_10	Division	10	2	1	10	10	1700	seq_01_to_10	3				
													
arith_skipbw_g03_02_o01_02	Skip Counting Backwards	3	2	1	2	10	1701	o01_to_04 o01_to_05	4				
arith_skipbw_g03_02_o02_03	Skip Counting Backwards	3	2	2	3	10	1702	o01_to_04 o01_to_05	4				
arith_skipbw_g03_02_o03_04	Skip Counting Backwards	3	2	3	4	10	1703	o01_to_04 o01_to_05	4				
arith_skipbw_g03_02_o04_05	Skip Counting Backwards	3	2	4	5	10	1704	o01_to_04 o01_to_05 o04_to_07	4				
													
arith_skipbw_g03_02_o01_04	Skip Counting Backwards	3	2	1	4	10	1705	seq_01_to_04	4				
													
arith_skipbw_g03_02_o05_06	Skip Counting Backwards	3	2	5	6	10	1706	o05_to_07 o01_to_05 o04_to_07 o05_to_10	4				
arith_skipbw_g03_02_o06_07	Skip Counting Backwards	3	2	6	7	10	1707	o05_to_07 o06_to_10 o04_to_07 o05_to_10	4				
arith_skipbw_g03_02_o07_08	Skip Counting Backwards	3	2	7	8	10	1708	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	4				
													
arith_skipbw_g03_02_o04_07	Skip Counting Backwards	3	2	4	7	10	1709	seq_04_to_07 seq_05_to_07	4				
arith_skipbw_g03_02_o01_07	Skip Counting Backwards	3	2	1	7	10	1710	seq_01_to_07	4				
													
arith_skipbw_g03_02_o08_09	Skip Counting Backwards	3	2	8	9	10	1711	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g03_02_o09_10	Skip Counting Backwards	3	2	9	10	10	1712	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g03_02_o10	Skip Counting Backwards	3	2	10		10	1713	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
													
arith_skipbw_g03_02_o07_10	Skip Counting Backwards	3	2	7	10	10	1714	seq_07_to_10 seq_08_to_10	4				
arith_skipbw_g03_02_o01_10	Skip Counting Backwards	3	2	1	10	10	1715	seq_01_to_10	4				
													
arith_skipbw_g04_02_o01_02	Skip Counting Backwards	4	2	1	2	10	1716	o01_to_04 o01_to_05	4				
arith_skipbw_g04_02_o02_03	Skip Counting Backwards	4	2	2	3	10	1717	o01_to_04 o01_to_05	4				
arith_skipbw_g04_02_o03_04	Skip Counting Backwards	4	2	3	4	10	1718	o01_to_04 o01_to_05	4				
arith_skipbw_g04_02_o04_05	Skip Counting Backwards	4	2	4	5	10	1719	o01_to_04 o01_to_05 o04_to_07	4				
													
arith_skipbw_g04_02_o01_04	Skip Counting Backwards	4	2	1	4	10	1720	seq_01_to_04	4				
													
arith_skipbw_g04_02_o05_06	Skip Counting Backwards	4	2	5	6	10	1721	o05_to_07 o01_to_05 o04_to_07 o05_to_10	4				
arith_skipbw_g04_02_o06_07	Skip Counting Backwards	4	2	6	7	10	1722	o05_to_07 o06_to_10 o04_to_07 o05_to_10	4				
arith_skipbw_g04_02_o07_08	Skip Counting Backwards	4	2	7	8	10	1723	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	4				
													
arith_skipbw_g04_02_o04_07	Skip Counting Backwards	4	2	4	7	10	1724	seq_04_to_07 seq_05_to_07	4				
arith_skipbw_g04_02_o01_07	Skip Counting Backwards	4	2	1	7	10	1725	seq_01_to_07	4				
													
arith_skipbw_g04_02_o08_09	Skip Counting Backwards	4	2	8	9	10	1726	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g04_02_o09_10	Skip Counting Backwards	4	2	9	10	10	1727	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g04_02_o10	Skip Counting Backwards	4	2	10		10	1728	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
													
arith_skipbw_g04_02_o07_10	Skip Counting Backwards	4	2	7	10	10	1729	seq_07_to_10 seq_08_to_10	4				
arith_skipbw_g04_02_o01_10	Skip Counting Backwards	4	2	1	10	10	1730	seq_01_to_10	4				
													
arith_skipbw_g05_02_o01_02	Skip Counting Backwards	5	2	1	2	10	1731	o01_to_04 o01_to_05	4				
arith_skipbw_g05_02_o02_03	Skip Counting Backwards	5	2	2	3	10	1732	o01_to_04 o01_to_05	4				
arith_skipbw_g05_02_o03_04	Skip Counting Backwards	5	2	3	4	10	1733	o01_to_04 o01_to_05	4				
arith_skipbw_g05_02_o04_05	Skip Counting Backwards	5	2	4	5	10	1734	o01_to_04 o01_to_05 o04_to_07	4				
													
arith_skipbw_g05_02_o01_04	Skip Counting Backwards	5	2	1	4	10	1735	seq_01_to_04	4				
													
arith_skipbw_g05_02_o05_06	Skip Counting Backwards	5	2	5	6	10	1736	o05_to_07 o01_to_05 o04_to_07 o05_to_10	4				
arith_skipbw_g05_02_o06_07	Skip Counting Backwards	5	2	6	7	10	1737	o05_to_07 o06_to_10 o04_to_07 o05_to_10	4				
arith_skipbw_g05_02_o07_08	Skip Counting Backwards	5	2	7	8	10	1738	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	4				
													
arith_skipbw_g05_02_o04_07	Skip Counting Backwards	5	2	4	7	10	1739	seq_04_to_07 seq_05_to_07	4				
arith_skipbw_g05_02_o01_07	Skip Counting Backwards	5	2	1	7	10	1740	seq_01_to_07	4				
													
arith_skipbw_g05_02_o08_09	Skip Counting Backwards	5	2	8	9	10	1741	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g05_02_o09_10	Skip Counting Backwards	5	2	9	10	10	1742	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g05_02_o10	Skip Counting Backwards	5	2	10		10	1743	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
													
arith_skipbw_g05_02_o07_10	Skip Counting Backwards	5	2	7	10	10	1744	seq_07_to_10 seq_08_to_10	4				
arith_skipbw_g05_02_o01_10	Skip Counting Backwards	5	2	1	10	10	1745	seq_01_to_10	4				
													
arith_skipbw_g06_02_o01_02	Skip Counting Backwards	6	2	1	2	10	1746	o01_to_04 o01_to_05	4				
arith_skipbw_g06_02_o02_03	Skip Counting Backwards	6	2	2	3	10	1747	o01_to_04 o01_to_05	4				
arith_skipbw_g06_02_o03_04	Skip Counting Backwards	6	2	3	4	10	1748	o01_to_04 o01_to_05	4				
arith_skipbw_g06_02_o04_05	Skip Counting Backwards	6	2	4	5	10	1749	o01_to_04 o01_to_05 o04_to_07	4				
													
arith_skipbw_g06_02_o01_04	Skip Counting Backwards	6	2	1	4	10	1750	seq_01_to_04	4				
													
arith_skipbw_g06_02_o05_06	Skip Counting Backwards	6	2	5	6	10	1751	o05_to_07 o01_to_05 o04_to_07 o05_to_10	4				
arith_skipbw_g06_02_o06_07	Skip Counting Backwards	6	2	6	7	10	1752	o05_to_07 o06_to_10 o04_to_07 o05_to_10	4				
arith_skipbw_g06_02_o07_08	Skip Counting Backwards	6	2	7	8	10	1753	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	4				
													
arith_skipbw_g06_02_o04_07	Skip Counting Backwards	6	2	4	7	10	1754	seq_04_to_07 seq_05_to_07	4				
arith_skipbw_g06_02_o01_07	Skip Counting Backwards	6	2	1	7	10	1755	seq_01_to_07	4				
													
arith_skipbw_g06_02_o08_09	Skip Counting Backwards	6	2	8	9	10	1756	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g06_02_o09_10	Skip Counting Backwards	6	2	9	10	10	1757	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g06_02_o10	Skip Counting Backwards	6	2	10		10	1758	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
													
arith_skipbw_g06_02_o07_10	Skip Counting Backwards	6	2	7	10	10	1759	seq_07_to_10 seq_08_to_10	4				
arith_skipbw_g06_02_o01_10	Skip Counting Backwards	6	2	1	10	10	1760	seq_01_to_10	4				
													
arith_skipbw_g07_02_o01_02	Skip Counting Backwards	7	2	1	2	10	1761	o01_to_04 o01_to_05	4				
arith_skipbw_g07_02_o02_03	Skip Counting Backwards	7	2	2	3	10	1762	o01_to_04 o01_to_05	4				
arith_skipbw_g07_02_o03_04	Skip Counting Backwards	7	2	3	4	10	1763	o01_to_04 o01_to_05	4				
arith_skipbw_g07_02_o04_05	Skip Counting Backwards	7	2	4	5	10	1764	o01_to_04 o01_to_05 o04_to_07	4				
													
arith_skipbw_g07_02_o01_04	Skip Counting Backwards	7	2	1	4	10	1765	seq_01_to_04	4				
													
arith_skipbw_g07_02_o05_06	Skip Counting Backwards	7	2	5	6	10	1766	o05_to_07 o01_to_05 o04_to_07 o05_to_10	4				
arith_skipbw_g07_02_o06_07	Skip Counting Backwards	7	2	6	7	10	1767	o05_to_07 o06_to_10 o04_to_07 o05_to_10	4				
arith_skipbw_g07_02_o07_08	Skip Counting Backwards	7	2	7	8	10	1768	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	4				
													
arith_skipbw_g07_02_o04_07	Skip Counting Backwards	7	2	4	7	10	1769	seq_04_to_07 seq_05_to_07	4				
arith_skipbw_g07_02_o01_07	Skip Counting Backwards	7	2	1	7	10	1770	seq_01_to_07	4				
													
arith_skipbw_g07_02_o08_09	Skip Counting Backwards	7	2	8	9	10	1771	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g07_02_o09_10	Skip Counting Backwards	7	2	9	10	10	1772	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g07_02_o10	Skip Counting Backwards	7	2	10		10	1773	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
													
arith_skipbw_g07_02_o07_10	Skip Counting Backwards	7	2	7	10	10	1774	seq_07_to_10 seq_08_to_10	4				
arith_skipbw_g07_02_o01_10	Skip Counting Backwards	7	2	1	10	10	1775	seq_01_to_10	4				
													
arith_skipbw_g08_02_o01_02	Skip Counting Backwards	8	2	1	2	10	1776	o01_to_04 o01_to_05	4				
arith_skipbw_g08_02_o02_03	Skip Counting Backwards	8	2	2	3	10	1777	o01_to_04 o01_to_05	4				
arith_skipbw_g08_02_o03_04	Skip Counting Backwards	8	2	3	4	10	1778	o01_to_04 o01_to_05	4				
arith_skipbw_g08_02_o04_05	Skip Counting Backwards	8	2	4	5	10	1779	o01_to_04 o01_to_05 o04_to_07	4				
													
arith_skipbw_g08_02_o01_04	Skip Counting Backwards	8	2	1	4	10	1780	seq_01_to_04	4				
													
arith_skipbw_g08_02_o05_06	Skip Counting Backwards	8	2	5	6	10	1781	o05_to_07 o01_to_05 o04_to_07 o05_to_10	4				
arith_skipbw_g08_02_o06_07	Skip Counting Backwards	8	2	6	7	10	1782	o05_to_07 o06_to_10 o04_to_07 o05_to_10	4				
arith_skipbw_g08_02_o07_08	Skip Counting Backwards	8	2	7	8	10	1783	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	4				
													
arith_skipbw_g08_02_o04_07	Skip Counting Backwards	8	2	4	7	10	1784	seq_04_to_07 seq_05_to_07	4				
arith_skipbw_g08_02_o01_07	Skip Counting Backwards	8	2	1	7	10	1785	seq_01_to_07	4				
													
arith_skipbw_g08_02_o08_09	Skip Counting Backwards	8	2	8	9	10	1786	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g08_02_o09_10	Skip Counting Backwards	8	2	9	10	10	1787	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g08_02_o10	Skip Counting Backwards	8	2	10		10	1788	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
													
arith_skipbw_g08_02_o07_10	Skip Counting Backwards	8	2	7	10	10	1789	seq_07_to_10 seq_08_to_10	4				
arith_skipbw_g08_02_o01_10	Skip Counting Backwards	8	2	1	10	10	1790	seq_01_to_10	4				
													
arith_skipbw_g09_02_o01_02	Skip Counting Backwards	9	2	1	2	10	1791	o01_to_04 o01_to_05	4				
arith_skipbw_g09_02_o02_03	Skip Counting Backwards	9	2	2	3	10	1792	o01_to_04 o01_to_05	4				
arith_skipbw_g09_02_o03_04	Skip Counting Backwards	9	2	3	4	10	1793	o01_to_04 o01_to_05	4				
arith_skipbw_g09_02_o04_05	Skip Counting Backwards	9	2	4	5	10	1794	o01_to_04 o01_to_05 o04_to_07	4				
													
arith_skipbw_g09_02_o01_04	Skip Counting Backwards	9	2	1	4	10	1795	seq_01_to_04	4				
													
arith_skipbw_g09_02_o05_06	Skip Counting Backwards	9	2	5	6	10	1796	o05_to_07 o01_to_05 o04_to_07 o05_to_10	4				
arith_skipbw_g09_02_o06_07	Skip Counting Backwards	9	2	6	7	10	1797	o05_to_07 o06_to_10 o04_to_07 o05_to_10	4				
arith_skipbw_g09_02_o07_08	Skip Counting Backwards	9	2	7	8	10	1798	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	4				
													
arith_skipbw_g09_02_o04_07	Skip Counting Backwards	9	2	4	7	10	1799	seq_04_to_07 seq_05_to_07	4				
arith_skipbw_g09_02_o01_07	Skip Counting Backwards	9	2	1	7	10	1800	seq_01_to_07	4				
													
arith_skipbw_g09_02_o08_09	Skip Counting Backwards	9	2	8	9	10	1801	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g09_02_o09_10	Skip Counting Backwards	9	2	9	10	10	1802	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g09_02_o10	Skip Counting Backwards	9	2	10		10	1803	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
													
arith_skipbw_g09_02_o07_10	Skip Counting Backwards	9	2	7	10	10	1804	seq_07_to_10 seq_08_to_10	4				
arith_skipbw_g09_02_o01_10	Skip Counting Backwards	9	2	1	10	10	1805	seq_01_to_10	4				
													
arith_skipbw_g10_02_o01_02	Skip Counting Backwards	10	2	1	2	10	1806	o01_to_04 o01_to_05	4				
arith_skipbw_g10_02_o02_03	Skip Counting Backwards	10	2	2	3	10	1807	o01_to_04 o01_to_05	4				
arith_skipbw_g10_02_o03_04	Skip Counting Backwards	10	2	3	4	10	1808	o01_to_04 o01_to_05	4				
arith_skipbw_g10_02_o04_05	Skip Counting Backwards	10	2	4	5	10	1809	o01_to_04 o01_to_05 o04_to_07	4				
													
arith_skipbw_g10_02_o01_04	Skip Counting Backwards	10	2	1	4	10	1810	seq_01_to_04	4				
													
arith_skipbw_g10_02_o05_06	Skip Counting Backwards	10	2	5	6	10	1811	o05_to_07 o01_to_05 o04_to_07 o05_to_10	4				
arith_skipbw_g10_02_o06_07	Skip Counting Backwards	10	2	6	7	10	1812	o05_to_07 o06_to_10 o04_to_07 o05_to_10	4				
arith_skipbw_g10_02_o07_08	Skip Counting Backwards	10	2	7	8	10	1813	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	4				
													
arith_skipbw_g10_02_o04_07	Skip Counting Backwards	10	2	4	7	10	1814	seq_04_to_07 seq_05_to_07	4				
arith_skipbw_g10_02_o01_07	Skip Counting Backwards	10	2	1	7	10	1815	seq_01_to_07	4				
													
arith_skipbw_g10_02_o08_09	Skip Counting Backwards	10	2	8	9	10	1816	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g10_02_o09_10	Skip Counting Backwards	10	2	9	10	10	1817	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
arith_skipbw_g10_02_o10	Skip Counting Backwards	10	2	10		10	1818	o08_to_10 o06_to_10 o07_to_10 o05_to_10	4				
													
arith_skipbw_g10_02_o07_10	Skip Counting Backwards	10	2	7	10	10	1819	seq_07_to_10 seq_08_to_10	4				
arith_skipbw_g10_02_o01_10	Skip Counting Backwards	10	2	1	10	10	1820	seq_01_to_10	4				
													
arith_skip_g04_03_o01_02	Skip Counting	4	3	1	2	10	1821	o01_to_04 o01_to_05	1				
arith_skip_g04_03_o02_03	Skip Counting	4	3	2	3	10	1822	o01_to_04 o01_to_05	1				
arith_skip_g04_03_o03_04	Skip Counting	4	3	3	4	10	1823	o01_to_04 o01_to_05	1				
arith_skip_g04_03_o04_05	Skip Counting	4	3	4	5	10	1824	o01_to_04 o01_to_05 o04_to_07	1				
													
arith_skip_g04_03_o01_04	Skip Counting	4	3	1	4	10	1825	seq_01_to_04	1				
													
arith_skip_g04_03_o05_06	Skip Counting	4	3	5	6	10	1826	o05_to_07 o01_to_05 o04_to_07 o05_to_10	1				
arith_skip_g04_03_o06_07	Skip Counting	4	3	6	7	10	1827	o05_to_07 o06_to_10 o04_to_07 o05_to_10	1				
arith_skip_g04_03_o07_08	Skip Counting	4	3	7	8	10	1828	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	1				
													
arith_skip_g04_03_o04_07	Skip Counting	4	3	4	7	10	1829	seq_04_to_07 seq_05_to_07	1				
arith_skip_g04_03_o01_07	Skip Counting	4	3	1	7	10	1830	seq_01_to_07	1				
													
arith_skip_g04_03_o08_09	Skip Counting	4	3	8	9	10	1831	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g04_03_o09_10	Skip Counting	4	3	9	10	10	1832	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g04_03_o10	Skip Counting	4	3	10		10	1833	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
													
arith_skip_g04_03_o07_10	Skip Counting	4	3	7	10	10	1834	seq_07_to_10 seq_08_to_10	1				
arith_skip_g04_03_o01_10	Skip Counting	4	3	1	10	10	1835	seq_01_to_10	1				
													
arith_skip_g05_03_o01_02	Skip Counting	5	3	1	2	10	1836	o01_to_04 o01_to_05	1				
arith_skip_g05_03_o02_03	Skip Counting	5	3	2	3	10	1837	o01_to_04 o01_to_05	1				
arith_skip_g05_03_o03_04	Skip Counting	5	3	3	4	10	1838	o01_to_04 o01_to_05	1				
arith_skip_g05_03_o04_05	Skip Counting	5	3	4	5	10	1839	o01_to_04 o01_to_05 o04_to_07	1				
													
arith_skip_g05_03_o01_04	Skip Counting	5	3	1	4	10	1840	seq_01_to_04	1				
													
arith_skip_g05_03_o05_06	Skip Counting	5	3	5	6	10	1841	o05_to_07 o01_to_05 o04_to_07 o05_to_10	1				
arith_skip_g05_03_o06_07	Skip Counting	5	3	6	7	10	1842	o05_to_07 o06_to_10 o04_to_07 o05_to_10	1				
arith_skip_g05_03_o07_08	Skip Counting	5	3	7	8	10	1843	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	1				
													
arith_skip_g05_03_o04_07	Skip Counting	5	3	4	7	10	1844	seq_04_to_07 seq_05_to_07	1				
arith_skip_g05_03_o01_07	Skip Counting	5	3	1	7	10	1845	seq_01_to_07	1				
													
arith_skip_g05_03_o08_09	Skip Counting	5	3	8	9	10	1846	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g05_03_o09_10	Skip Counting	5	3	9	10	10	1847	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g05_03_o10	Skip Counting	5	3	10		10	1848	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
													
arith_skip_g05_03_o07_10	Skip Counting	5	3	7	10	10	1849	seq_07_to_10 seq_08_to_10	1				
arith_skip_g05_03_o01_10	Skip Counting	5	3	1	10	10	1850	seq_01_to_10	1				
													
arith_skip_g06_03_o01_02	Skip Counting	6	3	1	2	10	1851	o01_to_04 o01_to_05	1				
arith_skip_g06_03_o02_03	Skip Counting	6	3	2	3	10	1852	o01_to_04 o01_to_05	1				
arith_skip_g06_03_o03_04	Skip Counting	6	3	3	4	10	1853	o01_to_04 o01_to_05	1				
arith_skip_g06_03_o04_05	Skip Counting	6	3	4	5	10	1854	o01_to_04 o01_to_05 o04_to_07	1				
													
arith_skip_g06_03_o01_04	Skip Counting	6	3	1	4	10	1855	seq_01_to_04	1				
													
arith_skip_g06_03_o05_06	Skip Counting	6	3	5	6	10	1856	o05_to_07 o01_to_05 o04_to_07 o05_to_10	1				
arith_skip_g06_03_o06_07	Skip Counting	6	3	6	7	10	1857	o05_to_07 o06_to_10 o04_to_07 o05_to_10	1				
arith_skip_g06_03_o07_08	Skip Counting	6	3	7	8	10	1858	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	1				
													
arith_skip_g06_03_o04_07	Skip Counting	6	3	4	7	10	1859	seq_04_to_07 seq_05_to_07	1				
arith_skip_g06_03_o01_07	Skip Counting	6	3	1	7	10	1860	seq_01_to_07	1				
													
arith_skip_g06_03_o08_09	Skip Counting	6	3	8	9	10	1861	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g06_03_o09_10	Skip Counting	6	3	9	10	10	1862	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g06_03_o10	Skip Counting	6	3	10		10	1863	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
													
arith_skip_g06_03_o07_10	Skip Counting	6	3	7	10	10	1864	seq_07_to_10 seq_08_to_10	1				
arith_skip_g06_03_o01_10	Skip Counting	6	3	1	10	10	1865	seq_01_to_10	1				
													
arith_skip_g07_03_o01_02	Skip Counting	7	3	1	2	10	1866	o01_to_04 o01_to_05	1				
arith_skip_g07_03_o02_03	Skip Counting	7	3	2	3	10	1867	o01_to_04 o01_to_05	1				
arith_skip_g07_03_o03_04	Skip Counting	7	3	3	4	10	1868	o01_to_04 o01_to_05	1				
arith_skip_g07_03_o04_05	Skip Counting	7	3	4	5	10	1869	o01_to_04 o01_to_05 o04_to_07	1				
													
arith_skip_g07_03_o01_04	Skip Counting	7	3	1	4	10	1870	seq_01_to_04	1				
													
arith_skip_g07_03_o05_06	Skip Counting	7	3	5	6	10	1871	o05_to_07 o01_to_05 o04_to_07 o05_to_10	1				
arith_skip_g07_03_o06_07	Skip Counting	7	3	6	7	10	1872	o05_to_07 o06_to_10 o04_to_07 o05_to_10	1				
arith_skip_g07_03_o07_08	Skip Counting	7	3	7	8	10	1873	o05_to_07 o06_to_10 o04_to_07 o05_to_10 o07_to_10	1				
													
arith_skip_g07_03_o04_07	Skip Counting	7	3	4	7	10	1874	seq_04_to_07 seq_05_to_07	1				
arith_skip_g07_03_o01_07	Skip Counting	7	3	1	7	10	1875	seq_01_to_07	1				
													
arith_skip_g07_03_o08_09	Skip Counting	7	3	8	9	10	1876	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g07_03_o09_10	Skip Counting	7	3	9	10	10	1877	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
arith_skip_g07_03_o10	Skip Counting	7	3	10		10	1878	o08_to_10 o06_to_10 o07_to_10 o05_to_10	1				
													
arith_skip_g07_03_o07_10	Skip Counting	7	3	7	10	10	1879	seq_07_to_10 seq_08_to_10	1				
arith_skip_g07_03_o01_10	Skip Counting	7	3	1	10	10	1880	seq_01_to_10	1				
													
arith_skip_g08_03_o01_02	Skip Counting	8	3	1	2	10	1881	o01_to_04 o01_to_05	1				
arith_skip_g08_03_o02_03	Skip Counting	8	3	2	3	10	1882	o01_to_04 o01_to_05	1				
arith_skip_g08_03_o03_04	Skip Counting	8	3	3	4	10	1883	o01_to_04 o01_to_05	1				
arith_skip_g08_03_o04_05	Skip Counting	8	3	4	5	10	1884	o01_to_04 o01_to_05 o04_to_07	1				
													
arith_skip_g08_03_o01_04	Skip Counting	8	3	1	4	10	1885	seq_01_to_04	1				
													
